# This file contains the data of all generations
# of objectives = 2, # of constraints = 0, # of real_var = 0, # of bits of bin_var = 25, constr_violation, rank, crowding_distance
# gen = 1, time = 2020-08-08 14:58:06.000
7.800000e+00	4.630000e+02	
7.100000e+00	3.990000e+02	
7.600000e+00	4.190000e+02	
7.600000e+00	4.070000e+02	
7.700000e+00	3.790000e+02	
7.800000e+00	4.320000e+02	
6.200000e+00	3.710000e+02	
6.700000e+00	4.280000e+02	
8.200000e+00	4.650000e+02	
7.600000e+00	3.970000e+02	
6.600000e+00	3.890000e+02	
7.300000e+00	3.760000e+02	
7.600000e+00	3.850000e+02	
9.200000e+00	4.130000e+02	
6.600000e+00	4.000000e+02	
7.300000e+00	3.740000e+02	
7.100000e+00	3.970000e+02	
7.900000e+00	3.780000e+02	
6.200000e+00	4.250000e+02	
7.600000e+00	4.310000e+02	
6.200000e+00	3.760000e+02	
7.600000e+00	4.350000e+02	
6.200000e+00	3.460000e+02	
9.200000e+00	4.050000e+02	
6.000000e+00	3.930000e+02	
7.300000e+00	3.810000e+02	
7.600000e+00	4.460000e+02	
6.900000e+00	3.950000e+02	
6.200000e+00	3.560000e+02	
6.600000e+00	4.220000e+02	
7.600000e+00	4.410000e+02	
6.200000e+00	3.950000e+02	
6.900000e+00	4.020000e+02	
6.200000e+00	3.150000e+02	
7.600000e+00	4.150000e+02	
6.600000e+00	4.160000e+02	
7.600000e+00	3.840000e+02	
8.100000e+00	3.850000e+02	
7.100000e+00	4.130000e+02	
7.600000e+00	4.440000e+02	
7.300000e+00	3.800000e+02	
7.600000e+00	4.080000e+02	
6.400000e+00	4.200000e+02	
8.200000e+00	4.240000e+02	
7.700000e+00	4.330000e+02	
6.600000e+00	4.010000e+02	
6.900000e+00	4.450000e+02	
8.100000e+00	4.240000e+02	
7.600000e+00	3.330000e+02	
7.700000e+00	4.300000e+02	
6.700000e+00	4.450000e+02	
7.600000e+00	3.980000e+02	
6.600000e+00	3.600000e+02	
6.200000e+00	3.630000e+02	
8.200000e+00	3.760000e+02	
6.700000e+00	4.370000e+02	
6.600000e+00	4.180000e+02	
6.600000e+00	4.020000e+02	
6.600000e+00	4.070000e+02	
7.600000e+00	4.000000e+02	
8.200000e+00	3.550000e+02	
6.900000e+00	4.360000e+02	
6.600000e+00	4.260000e+02	
7.500000e+00	4.130000e+02	
7.900000e+00	4.050000e+02	
7.600000e+00	4.090000e+02	
7.600000e+00	4.080000e+02	
8.200000e+00	4.170000e+02	
6.200000e+00	3.790000e+02	
6.200000e+00	4.320000e+02	
6.700000e+00	4.090000e+02	
6.600000e+00	4.190000e+02	
6.600000e+00	4.050000e+02	
6.600000e+00	3.650000e+02	
7.600000e+00	3.970000e+02	
6.000000e+00	3.400000e+02	
7.900000e+00	3.960000e+02	
7.600000e+00	3.930000e+02	
7.600000e+00	3.910000e+02	
7.700000e+00	4.450000e+02	
7.600000e+00	3.080000e+02	
7.600000e+00	4.200000e+02	
6.600000e+00	4.030000e+02	
7.600000e+00	3.470000e+02	
8.300000e+00	4.250000e+02	
7.600000e+00	4.040000e+02	
7.300000e+00	4.370000e+02	
7.600000e+00	4.190000e+02	
6.600000e+00	4.220000e+02	
6.500000e+00	3.820000e+02	
7.600000e+00	4.090000e+02	
7.400000e+00	3.710000e+02	
6.700000e+00	4.340000e+02	
6.400000e+00	4.080000e+02	
6.600000e+00	4.790000e+02	
7.600000e+00	3.110000e+02	
7.600000e+00	4.260000e+02	
8.200000e+00	3.470000e+02	
8.200000e+00	4.110000e+02	
6.200000e+00	3.240000e+02	
7.600000e+00	4.040000e+02	
7.100000e+00	4.190000e+02	
6.200000e+00	3.550000e+02	
6.800000e+00	4.080000e+02	
7.600000e+00	4.400000e+02	
7.600000e+00	4.000000e+02	
8.200000e+00	4.190000e+02	
6.200000e+00	3.560000e+02	
8.200000e+00	3.900000e+02	
6.200000e+00	4.200000e+02	
6.600000e+00	4.060000e+02	
6.200000e+00	4.000000e+02	
7.200000e+00	4.470000e+02	
6.600000e+00	4.680000e+02	
7.600000e+00	4.560000e+02	
6.400000e+00	4.020000e+02	
7.600000e+00	4.040000e+02	
6.600000e+00	4.230000e+02	
8.900000e+00	3.750000e+02	
6.700000e+00	4.010000e+02	
7.300000e+00	4.000000e+02	
8.299999e+00	3.840000e+02	
6.700000e+00	4.270000e+02	
6.900000e+00	4.040000e+02	
7.500000e+00	3.760000e+02	
7.900000e+00	3.950000e+02	
6.200000e+00	4.000000e+02	
8.200000e+00	4.030000e+02	
6.200000e+00	3.610000e+02	
6.200000e+00	4.540000e+02	
6.200000e+00	3.550000e+02	
6.200000e+00	4.080000e+02	
7.400000e+00	3.580000e+02	
7.600000e+00	3.420000e+02	
6.200000e+00	3.450000e+02	
8.900000e+00	3.920000e+02	
6.200000e+00	4.310000e+02	
7.300000e+00	4.260000e+02	
6.200000e+00	3.580000e+02	
6.600000e+00	4.070000e+02	
6.200000e+00	3.330000e+02	
7.900000e+00	3.950000e+02	
7.400000e+00	3.730000e+02	
6.200000e+00	3.110000e+02	
6.600000e+00	4.170000e+02	
7.600000e+00	3.100000e+02	
7.600000e+00	4.140000e+02	
7.600000e+00	4.290000e+02	
8.200000e+00	3.890000e+02	
6.200000e+00	3.920000e+02	
7.600000e+00	4.340000e+02	
6.600000e+00	4.150000e+02	
6.200000e+00	3.270000e+02	
7.600000e+00	4.170000e+02	
6.700000e+00	4.210000e+02	
7.700000e+00	3.850000e+02	
6.800000e+00	3.860000e+02	
6.200000e+00	4.070000e+02	
6.200000e+00	3.840000e+02	
7.700000e+00	4.130000e+02	
6.900000e+00	3.910000e+02	
6.200000e+00	4.330000e+02	
7.600000e+00	3.670000e+02	
8.200000e+00	4.500000e+02	
6.000000e+00	3.760000e+02	
7.600000e+00	4.000000e+02	
7.600000e+00	4.370000e+02	
6.200000e+00	3.950000e+02	
8.200000e+00	3.700000e+02	
6.600000e+00	4.110000e+02	
8.900000e+00	4.530000e+02	
6.200000e+00	4.270000e+02	
6.200000e+00	3.160000e+02	
6.600000e+00	4.030000e+02	
9.200000e+00	4.350000e+02	
7.600000e+00	4.060000e+02	
6.200000e+00	3.540000e+02	
6.900000e+00	3.960000e+02	
7.700000e+00	4.230000e+02	
6.900000e+00	4.140000e+02	
7.700000e+00	3.980000e+02	
7.700000e+00	3.720000e+02	
6.200000e+00	3.660000e+02	
6.200000e+00	4.230000e+02	
7.600000e+00	3.960000e+02	
6.200000e+00	3.480000e+02	
6.600000e+00	4.310000e+02	
7.600000e+00	4.300000e+02	
6.700000e+00	3.940000e+02	
8.900000e+00	4.090000e+02	
6.300000e+00	3.960000e+02	
6.000000e+00	3.660000e+02	
6.600000e+00	3.530000e+02	
8.200000e+00	3.890000e+02	
