# This file contains the data of initial population
# of objectives = 2, # of constraints = 0, # of real_var = 0, # of bits of bin_var = 21, constr_violation, rank, crowding_distance
1.800000e+02	5.570000e+02	
1.770000e+02	5.420000e+02	
1.760000e+02	5.380000e+02	
1.760000e+02	5.420000e+02	
1.760000e+02	5.410000e+02	
1.800000e+02	5.560000e+02	
1.800000e+02	5.580000e+02	
1.790000e+02	5.490000e+02	
1.800000e+02	5.570000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.570000e+02	
1.760000e+02	5.410000e+02	
1.800000e+02	5.580000e+02	
1.790000e+02	5.540000e+02	
1.790000e+02	5.580000e+02	
1.800000e+02	5.580000e+02	
1.790000e+02	5.500000e+02	
1.770000e+02	5.430000e+02	
1.770000e+02	5.440000e+02	
1.800000e+02	5.560000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.560000e+02	
1.760000e+02	5.380000e+02	
1.760000e+02	5.400000e+02	
1.800000e+02	5.600000e+02	
1.760000e+02	5.500000e+02	
1.800000e+02	5.580000e+02	
1.760000e+02	5.410000e+02	
1.800000e+02	5.570000e+02	
1.790000e+02	5.550000e+02	
1.800000e+02	5.570000e+02	
1.790000e+02	5.490000e+02	
1.770000e+02	5.440000e+02	
1.800000e+02	5.570000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.560000e+02	
1.800000e+02	5.570000e+02	
1.800000e+02	5.580000e+02	
1.460000e+02	3.980000e+02	
1.460000e+02	3.980000e+02	
1.800000e+02	5.560000e+02	
1.790000e+02	5.510000e+02	
1.760000e+02	5.400000e+02	
1.760000e+02	5.420000e+02	
1.800000e+02	5.570000e+02	
1.770000e+02	5.440000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.570000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.570000e+02	
1.760000e+02	5.370000e+02	
1.760000e+02	5.380000e+02	
1.800000e+02	5.560000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.560000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.580000e+02	
1.800000e+02	5.580000e+02	
1.790000e+02	5.550000e+02	
1.800000e+02	5.580000e+02	
1.460000e+02	3.980000e+02	
1.790000e+02	5.500000e+02	
1.800000e+02	5.580000e+02	
1.760000e+02	5.400000e+02	
1.790000e+02	5.510000e+02	
1.780000e+02	5.470000e+02	
1.800000e+02	5.560000e+02	
